Серия МСК № 000013,ФОРД,н/д,Истек срок действия,18.07.2011,Цыбин Михаил Алексеевич,,771500394528,01.09.2011,00012,S-MAX,Цыбин Михаил Алексеевич,306770000072078,,,1,Е393ХУ177,Москва,,77 УС 616462,с 01.09.2011 до 31.08.2016,2007,0,0
Серия МСК № 000014,KIA YED,н/д,Истек срок действия,15.07.2011,Мурадян Сергей Гургенович,,772970706382,01.09.2011,00013,SEYE`D,Мурадян Сергей Гургенович,311774618700059,,,1,А698АХ197,Москва,,77 УВ 969245,с 01.09.2011 до 31.08.2016,2010,0,0
Серия МСК № 000015,PEUGEOT,н/д,Истек срок действия,18.07.2011,Подолян Валерий Викторович,,532103030701,01.09.2011,00014,PARTNER,Подолян Валерий Викторович,311502415100079,,,1,М694МН190,Москва,,50УО178201,с 01.09.2011 до 31.08.2016,2010,0,0
Серия МСК № 000017,FORD,н/д,Истек срок действия,15.01.2016,Брусницов Сергей Исаакович,,772065176578,01.09.2011,00015,FOCUS,Брусницов Сергей Исаакович,311774619500882,,,1,Н007ОТ199,Москва,,77 ТА 123609,с 01.09.2011 до 31.08.2016,2009,0,0
Серия МСК № 000018,FORD,н/д,Истек срок действия,15.01.2016,ТЕР-АВАКОВ ГЕОРГИЙ ГУРГЕНОВИЧ,,772600898979,01.09.2011,00016,TRANSIT KOMBI,ТЕР-АВАКОВ ГЕОРГИЙ ГУРГЕНОВИЧ,304770000426732,,,1,С025МЕ197,Москва,,77 УЕ 497524,с 01.09.2011 до 31.08.2016,2011,0,0
Серия МСК № 000019,KIA,н/д,Истек срок действия,12.03.2016,ГЕРАСИМЕНКО ВЛАДИСЛАВ СЕРГЕЕВИЧ,,771700183700,01.09.2011,00017,SIID,ГЕРАСИМЕНКО ВЛАДИСЛАВ СЕРГЕЕВИЧ,311774603800292,,,1,Х784ХТ199,Москва,,77 ТЕ 916370,с 01.09.2011 до 31.08.2016,2010,0,0
Серия МСК № 000020,HYUNDAI,н/д,Истек срок действия,19.11.2015,Еремин Юрий Павлович,,771988260700,01.09.2011,00018,SONATA,Еремин Юрий Павлович,311774611900822,,,1,Х190КО199,Москва,,77 СР 232315,с 01.09.2011 до 31.08.2016,2008,0,0
Серия МСК № 022761,FORD,н/д,Истек срок действия,18.07.2011,ГРОМОВ АЛЕКСАНДР ВЛАДИМИРОВИЧ,,771600085594,01.09.2011,00019,MONDEO,ГРОМОВ АЛЕКСАНДР ВЛАДИМИРОВИЧ,304770000573936,,,1,Х355ММ199,Москва,20.10.2012,7703№772550,с 01.09.2011 до 31.08.2016,2012,0,0
Серия МСК № 000022,TOYOTA,н/д,Истек срок действия,19.11.2015,Гончаров Дмитрий Вадимович,,712300314582,01.09.2011,00020,CAMRY,Гончаров Дмитрий Вадимович,309504302600037,,,1,О355СХ150,Москва,,50СК926462,с 01.09.2011 до 31.08.2016,2008,0,0
Серия МСК № 000023,CHEVROLET,н/д,Истек срок действия,15.01.2016,Мальков Сергей Дмитриевич,,771913191520,01.09.2011,00021,KLAN(J200)CHEVROLETL,Мальков Сергей Дмитриевич,308770000118320,,,1,Р740ВТ197,Москва,,77 УЕ 067564,с 01.09.2011 до 31.08.2016,2010,0,0
Серия МСК № 019017,RENAULT,н/д,Истек срок действия,19.07.2011,ДАВЫДКИН АЛЕКСАНДР ЮРЬЕВИЧ,,772642189773,01.09.2011,00022,LOGAN,ДАВЫДКИН АЛЕКСАНДР ЮРЬЕВИЧ,304770000052279,,,1,М637УУ197,Москва,24.07.2012,77 ХТ 992952,с 01.09.2011 до 31.08.2016,2012,0,0
Серия МСК № 000026,NISSAN,н/д,Истек срок действия,19.07.2011,АЛИЕВ ТАХИР ШОЛЛАН ОГЛЫ,,772765188096,01.09.2011,00023,ALMERA 1.6 RE,АЛИЕВ ТАХИР ШОЛЛАН ОГЛЫ,308774627000732,,,1,Н649МО199,Москва,,77 СТ 236022,с 01.09.2011 до 31.08.2016,2008,0,0
Серия МСК № 029127,OPEL,н/д,Истек срок действия,19.07.2011,Морозов Михаил Алексеевич,,711601798504,01.09.2011,00024,ZAFIRA,Морозов Михаил Александрович,308715423100057,,,1,Р632АС71,Москва,02.03.2013,71 597827 ,с 01.09.2011 до 31.08.2016,2012,0,0
Серия МСК № 000029,СHEVROLET,н/д,Истек срок действия,19.07.2011,Щепетков Юрий Александрович,,121500822503,01.09.2011,00025,LANOS,Щепетков Юрий Александрович,308770000430159,,,1,М630СУ199,Москва,,77ТЕ344489,с 01.09.2011 до 31.08.2016,2008,0,0
Серия МСК № 000028,CHEVROLET,н/д,Истек срок действия,19.07.2011,Агасиев Фаиг Мамед Оглы,,773300052200,01.09.2011,00026,LANOS,Агасиев Фаиг Мамед Оглы,306770000199315,,,1,А320РР199,Москва,,77ТК027092,с 01.09.2011 до 31.08.2016,2008,0,0
Серия МСК № 000030,RENAULT,н/д,Истек срок действия,15.01.2016,Архипов Виталий Иванович,,772422351364,01.09.2011,00027,SR,Архипов Виталий Иванович,309774621600959,,,1,Е542ХО199,Москва,,77 ТЕ 822026,с 01.09.2011 до 31.08.2016,2010,0,0
Серия МСК № 000031,NISSAN,н/д,Истек срок действия,15.01.2016,АЛИМОВ БОТЫР АБДУКОДИРОВИЧ,,772607575374,01.09.2011,00028,TEANA,АЛИМОВ БОТЫР АБДУКОДИРОВИЧ,311774604501318,,,1,К617НК197,Москва,,77 УЕ 618865,с 01.09.2011 до 31.08.2016,2011,0,0
Серия МСК № 044022,HYUNDAI,Желтый,Истек срок действия,07.06.2016,Кузьмин Валерий Андреевич,,502900096856,01.09.2011,00029,SOLARIS,Кузьмин Валерий Андреевич,305502913800091,,,1,КТ11977,Москва,01.09.2011,7736№203189 ,с 01.09.2011 до 31.08.2016,2011,1,1
Серия МСК № 000033,LADA,н/д,Истек срок действия,19.07.2011,Тростяненский Петр Геннадьевич,,773609189714,01.09.2011,00030,210540 LADA2105,Тростянецкий Петр Геннадьевич,304770000491940,,,1,М665АО197,Москва,,77УВ863381,с 01.09.2011 до 31.08.2016,2010,0,0
Серия МСК № 000034,RENAULT,н/д,Истек срок действия,19.07.2011,Тростяненский Петр Геннадьевич,,773609189714,01.09.2011,00031,SR,Тростянецкий Петр Геннадьевич,304770000491940,,,1,Е051КК197,Москва,,77УЕ265654,с 01.09.2011 до 31.08.2016,2011,0,0
Серия МСК № 000035,LADA,н/д,Истек срок действия,19.11.2015,Тростяненский Петр Геннадьевич,,773609189714,01.09.2011,00032,210740,Тростянецкий Петр Геннадьевич,304770000491940,,,1,Р287СТ199,Москва,,77ТЕ457086,с 01.09.2011 до 31.08.2016,2010,0,0
Серия МСК № 000036,LADA,н/д,Истек срок действия,19.11.2015,Тростяненский Петр Геннадьевич,,773609189714,01.09.2011,00033,210540,Тростянецкий Петр Геннадьевич,304770000491940,,,1,Н061ЕМ197,Москва,,77УЕ130636,с 01.09.2011 до 31.08.2016,2010,0,0
Серия МСК № 000037,LADA,н/д,Истек срок действия,19.11.2015,Тростяненский Петр Геннадьевич,,773609189714,01.09.2011,00034,210540,Тростянецкий Петр Геннадьевич,304770000491940,,,1,В982АК197,Москва,,77УВ862229,с 01.09.2011 до 31.08.2016,2010,0,0
Серия МСК № 000038,VAZ,н/д,Истек срок действия,19.11.2015,Тростяненский Петр Геннадьевич,,773609189714,01.09.2011,00035,21074,Тростянецкий Петр Геннадьевич,304770000491940,,,1,Р068СТ199,Москва,,77ТЕ943968,с 01.09.2011 до 31.08.2016,2010,0,0
Серия МСК № 000039,VAZ,н/д,Истек срок действия,19.11.2015,Тростяненский Петр Геннадьевич,,773609189714,01.09.2011,00036,21074,Тростянецкий Петр Геннадьевич,304770000491940,,,1,О834СН199,Москва,,77ТЕ340632,с 01.09.2011 до 31.08.2016,2009,0,0
Серия МСК № 000040,VAZ,н/д,Истек срок действия,19.11.2015,Тростяненский Петр Геннадьевич,,773609189714,01.09.2011,00037,210540,Тростянецкий Петр Геннадьевич,304770000491940,,,1,Р365СТ199,Москва,,77ТЕ457451,с 01.09.2011 до 31.08.2016,2010,0,0
Серия МСК № 000042,PEUGEOT,н/д,Истек срок действия,19.07.2011,СИВОКОНЬ СЕРГЕЙ ВАСИЛЬЕВИЧ,,231300126152,01.09.2011,00038,308,СИВОКОНЬ СЕРГЕЙ ВАСИЛЬЕВИЧ,307231332400039,,,1,Е519УУ93,Москва,,23 УК 359206,с 01.09.2011 до 31.08.2016,2010,0,0
Серия МСК № 047365,ФОРД,Другой цвет,Истек срок действия,16.05.2016,Новиков Александр Леонидович,,770900020853,01.09.2011,00039,ФОКУС,Новиков Александр Леонидович,311774602500206,,,1,КА36677,Москва,08.05.2014,7722№167514 ,с 01.09.2011 до 31.08.2016,2012,0,1
Серия МСК № 000044,VOLKSWAGEN,н/д,Истек срок действия,19.07.2011,Новиков Александр Леонидович,,770900020853,01.09.2011,00040,CARAVELLE,Новиков Александр Леонидович,311774602500206,,,1,А347АЕ197,Москва,,77 ТЕ 840532,с 01.09.2011 до 31.08.2016,2010,0,0
Серия МСК № 035888,FORD,н/д,Истек срок действия,20.04.2018,Довдиенко Дмитрий Александрович,,772808062213,27.06.2013,32961,FOCUS,Довдиенко Дмитрий Александрович,313774601400174,,,2,А739ВЕ77,Москва,22.06.2013,7710381957,с 27.06.2013 до 26.06.2018,2013,0,0
Серия МСК № 035876,VOLKSWAGEN,н/д,Истек срок действия,27.06.2013,Смирнов Максим Владимирович,,772601362010,27.06.2013,32962,PASSAT,Смирнов Максим Владимирович,313774615800393,,,1,Х925ТЕ77,Москва,16.05.2013,77 07 896770,с 27.06.2013 до 26.06.2018,2003,0,0
Серия МСК № 036306,FORD,н/д,Истек срок действия,12.01.2018,Акционерное общество «ТАКСИ МОСКВА»,,7707778422,28.06.2013,32963,FOCUS,АО «ТАКСИ МОСКВА»,1127746466341,20.06.2013,7710№338203,2,К950ОР77,Москва,20.06.2013,7710№338203 ,с 28.06.2013 до 27.06.2018,2013,0,0
Серия МСК № 036307,FORD,н/д,Истек срок действия,12.01.2018,Акционерное общество «ТАКСИ МОСКВА»,,7707778422,28.06.2013,32964,FOCUS,АО «ТАКСИ МОСКВА»,1127746466341,20.06.2013,7710№337400,2,К971ОР77,Москва,20.06.2013,7710№337400 ,с 28.06.2013 до 27.06.2018,2013,0,0
Серия МСК № 036456,FORD,н/д,Истек срок действия,12.01.2018,Акционерное общество «ТАКСИ МОСКВА»,,7707778422,28.06.2013,32965,FOCUS,АО «ТАКСИ МОСКВА»,1127746466341,20.06.2013,7710№338205,2,К990ОР77,Москва,20.06.2013,7710№338205 ,с 28.06.2013 до 27.06.2018,2013,0,0
Серия МСК № 036309,FORD,н/д,Истек срок действия,12.01.2018,Акционерное общество «ТАКСИ МОСКВА»,,7707778422,28.06.2013,32966,FOCUS,АО «ТАКСИ МОСКВА»,1127746466341,20.06.2013,7710№337000,2,К918ОР77,Москва,20.06.2013,7710№337000 ,с 28.06.2013 до 27.06.2018,2013,0,0
Серия МСК № 036310,FORD,н/д,Истек срок действия,12.01.2018,Акционерное общество «ТАКСИ МОСКВА»,,7707778422,28.06.2013,32967,FOCUS,АО «ТАКСИ МОСКВА»,1127746466341,20.06.2013,7710№338202,2,К945ОР77,Москва,20.06.2013,7710№338202 ,с 28.06.2013 до 27.06.2018,2013,0,0
Серия МСК № 036311,FORD,н/д,Истек срок действия,12.01.2018,Акционерное общество «ТАКСИ МОСКВА»,,7707778422,28.06.2013,32968,FOCUS,АО «ТАКСИ МОСКВА»,1127746466341,20.06.2013,7710№336999,2,К917ОР77,Москва,20.06.2013,7710№336999 ,с 28.06.2013 до 27.06.2018,2013,0,0
Серия МСК № 036312,FORD,н/д,Истек срок действия,12.01.2018,Акционерное общество «ТАКСИ МОСКВА»,,7707778422,28.06.2013,32969,FOCUS,АО «ТАКСИ МОСКВА»,1127746466341,20.06.2013,7710№338201,2,К940ОР77,Москва,20.06.2013,7710№338201 ,с 28.06.2013 до 27.06.2018,2013,0,0
Серия МСК № 036313,FORD,н/д,Истек срок действия,12.01.2018,Акционерное общество «ТАКСИ МОСКВА»,,7707778422,28.06.2013,32970,FOCUS,АО «ТАКСИ МОСКВА»,1127746466341,20.06.2013,7710№336998,2,К910ОР77,Москва,20.06.2013,7710№336998 ,с 28.06.2013 до 27.06.2018,2013,0,0
Серия МСК № 036314,FORD,н/д,Истек срок действия,12.01.2018,Акционерное общество «ТАКСИ МОСКВА»,,7707778422,28.06.2013,32971,FOCUS,АО «ТАКСИ МОСКВА»,1127746466341,20.06.2013,7710№338204,2,К974ОР77,Москва,20.06.2013,7710№338204 ,с 28.06.2013 до 27.06.2018,2013,0,0
Серия МСК № 036315,FORD,н/д,Истек срок действия,12.01.2018,Акционерное общество «ТАКСИ МОСКВА»,,7707778422,28.06.2013,32972,FOCUS,АО «ТАКСИ МОСКВА»,1127746466341,20.06.2013,7710№338206,2,К991ОР77,Москва,20.06.2013,7710№338206 ,с 28.06.2013 до 27.06.2018,2013,0,0
Серия МСК № 044017,FORD,н/д,Истек срок действия,12.01.2018,Акционерное общество «ТАКСИ МОСКВА»,,7707778422,28.06.2013,32973,FOCUS,АО «ТАКСИ МОСКВА»,1127746466341,13.06.2013,7710№294857,2,Е276ОК77,Москва,13.06.2013,7710№294857 ,с 28.06.2013 до 27.06.2018,2013,0,0
Серия МСК № 036317,FORD,н/д,Истек срок действия,12.01.2018,Акционерное общество «ТАКСИ МОСКВА»,,7707778422,28.06.2013,32974,FOCUS,АО «ТАКСИ МОСКВА»,1127746466341,20.06.2013,7710№337392,2,К919ОР77,Москва,20.06.2013,7710№337392 ,с 28.06.2013 до 27.06.2018,2013,0,0
Серия МСК № 036318,FORD,н/д,Истек срок действия,12.01.2018,Акционерное общество «ТАКСИ МОСКВА»,,7707778422,28.06.2013,32975,FOCUS,АО «ТАКСИ МОСКВА»,1127746466341,20.06.2013,7710№337393,1,К923ОР77,Москва,20.06.2013,7710№337393 ,с 28.06.2013 до 27.06.2018,2013,0,0
Серия МСК № 036319,FORD,н/д,Истек срок действия,12.01.2018,Акционерное общество «ТАКСИ МОСКВА»,,7707778422,28.06.2013,32976,FOCUS,АО «ТАКСИ МОСКВА»,1127746466341,20.06.2013,7710№337394,2,К925ОР77,Москва,20.06.2013,7710№337394 ,с 28.06.2013 до 27.06.2018,2013,0,0
Серия МСК № 036457,FORD,н/д,Истек срок действия,09.11.2017,Акционерное общество "Такси Москва",,7707778422,28.06.2013,32977,FOCUS,АО "Такси Москва",1127746466341,08.06.2013,7710№372061,1,М090ХВ77,Москва,08.06.2013,7710№372061 ,с 28.06.2013 до 27.06.2018,2013,0,0
Серия МСК № 036458,FORD,н/д,Истек срок действия,12.01.2018,Акционерное общество «ТАКСИ МОСКВА»,,7707778422,28.06.2013,32978,FOCUS,АО «ТАКСИ МОСКВА»,1127746466341,18.06.2013,7710№336930,1,К606ОЕ77,Москва,18.06.2013,7710№336930 ,с 28.06.2013 до 27.06.2018,2013,0,0
Серия МСК № 036459,FORD,н/д,Истек срок действия,12.01.2018,Акционерное общество «ТАКСИ МОСКВА»,,7707778422,28.06.2013,32979,FOCUS,АО «ТАКСИ МОСКВА»,1127746466341,18.06.2013,7710№336935,2,К652ОЕ77,Москва,18.06.2013,7710№336935 ,с 28.06.2013 до 27.06.2018,2013,0,0
Серия МСК № 036460,FORD,н/д,Истек срок действия,12.01.2018,Акционерное общество «ТАКСИ МОСКВА»,,7707778422,28.06.2013,32980,FOCUS,АО «ТАКСИ МОСКВА»,1127746466341,08.06.2013,7710№336933,1,К638ОЕ77,Москва,08.06.2013,7710№336933 ,с 28.06.2013 до 27.06.2018,2013,0,0
Серия МСК № 000633,SKODA,н/д,Истек срок действия,26.07.2011,Общество с ограниченной ответственностью "Автостандарт",,7727658557,01.09.2011,00621,OCTAVIA,ООО "Автостандарт",1087746947782,,,1,В158КТ197,Москва,18.03.2011,77УЕ405413 ОТ,с 01.09.2011 до 31.08.2016,2011,0,0
Серия МСК № 043615,SKODA,СЕРЫЙ,Истек срок действия,26.07.2011,Общество с ограниченной ответственностью "Автостандарт",,7727658557,01.09.2011,00622,OCTAVIA,ООО "Автостандарт",1087746947782,,,1,КТ14077,Москва,30.01.2014,77 17 № 299958,с 01.09.2011 до 31.08.2016,2011,0,1
Серия МСК № 061952,SKODA,Другой цвет,Истек срок действия,08.06.2015,Общество с ограниченной ответственностью "Автостандарт",,7727658557,01.09.2011,00623,OCTAVIA,ООО "Автостандарт",1087746947782,,,1,В153КТ197,Москва,04.06.2015,7733№439282 ,с 01.09.2011 до 31.08.2016,2011,0,0
Серия МСК № 000636,SKODA,Другой цвет,Истек срок действия,11.02.2016,Общество с ограниченной ответственностью "Автостандарт",,7727658557,01.09.2011,00624,OCTAVIA,ООО "Автостандарт",1087746947782,,,1,К952МА197,Москва,13.04.2011,7730№425567 ,с 01.09.2011 до 31.08.2016,2011,0,0
Серия МСК № 000637,SKODA,н/д,Истек срок действия,26.07.2011,Общество с ограниченной ответственностью "Автостандарт",,7727658557,01.09.2011,00625,OCTAVIA,ООО "Автостандарт",1087746947782,,,1,Х118МО197,Москва,28.04.2011,77УЕ517113,с 01.09.2011 до 31.08.2016,2011,0,0
Серия МСК № 000638,SKODA,н/д,Истек срок действия,26.07.2011,Общество с ограниченной ответственностью "Автостандарт",,7727658557,01.09.2011,00626,OCTAVIA,ООО "Автостандарт",1087746947782,,,1,У524НЕ197,Москва,,77УЕ613960,с 01.09.2011 до 31.08.2016,2011,0,0
Серия МСК № 000639,SKODA,н/д,Истек срок действия,26.07.2011,Общество с ограниченной ответственностью "Автостандарт",,7727658557,01.09.2011,00627,OCTAVIA,ООО "Автостандарт",1087746947782,,,1,У525НЕ197,Москва,08.06.2011,77УЕ613961 ОТ,с 01.09.2011 до 31.08.2016,2011,0,0
Серия МСК № 000640,SKODA,н/д,Истек срок действия,26.07.2011,Общество с ограниченной ответственностью "Автостандарт",,7727658557,01.09.2011,00628,OCTAVIA,ООО "Автостандарт",1087746947782,,,1,У602НЕ197,Москва,08.06.2011,77УЕ613963,с 01.09.2011 до 31.08.2016,2011,0,0
Серия МСК № 000641,SKODA,н/д,Истек срок действия,26.07.2011,Общество с ограниченной ответственностью "Автостандарт",,7727658557,01.09.2011,00629,OCTAVIA,ООО "Автостандарт",1087746947782,,,1,Е253НО197,Москва,01.07.2011,77УС573233,с 01.09.2011 до 31.08.2016,2011,0,0
Серия МСК № 050643,SKODA,Другой цвет,Истек срок действия,05.08.2014,Общество с ограниченной ответственностью "Автостандарт",,7727658557,01.09.2011,00630,OCTAVIA,ООО "Автостандарт",1087746947782,,,1,МВ52877,Москва,01.08.2014,7729№235256 ,с 01.09.2011 до 31.08.2016,2011,0,1
Серия МСК № 051181,SKODA,Желтый,Истек срок действия,11.02.2016,Общество с ограниченной ответственностью "Автостандарт",,7727658557,01.09.2011,00631,OCTAVIA,ООО "Автостандарт",1087746947782,,,1,МВ58877,Москва,19.08.2014,7729№184952 ,с 01.09.2011 до 31.08.2016,2011,1,1
Серия МСК № 000644,HYUNDAI,н/д,Истек срок действия,26.07.2011,Общество с ограниченной ответственностью "Автостандарт",,7727658557,01.09.2011,00632,NF SONATA,ООО "Автостандарт",1087746947782,,,1,Х331РО199,Москва,19.05.2009,77ТК045006 ОТ,с 01.09.2011 до 31.08.2016,2008,0,0
Серия МСК № 000820,HYUNDAI,Другой цвет,Истек срок действия,19.01.2016,Общество с ограниченной ответственностью "Автостандарт",,7727658557,01.09.2011,00633,NF SONATA 2.0 CLAT,ООО "Автостандарт",1087746947782,,,1,Х503СУ199,Москва,21.09.2009,7730№342483 ,с 01.09.2011 до 31.08.2016,2000,0,0
Серия МСК № 000646,SKODA,н/д,Истек срок действия,26.07.2011,Общество с ограниченной ответственностью "Автостандарт",,7727658557,01.09.2011,00634,OCTAVIA,ООО "Автостандарт",1087746947782,,,1,Е255НО197,Москва,01.07.2011,77УС573235,с 01.09.2011 до 31.08.2016,2011,0,0
Серия МСК № 000647,SKODA,н/д,Истек срок действия,26.07.2011,Общество с ограниченной ответственностью "Автостандарт",,7727658557,01.09.2011,00635,OCTAVIA,ООО "Автостандарт",1087746947782,,,1,В157КТ197,Москва,18.06.2011,77УЕ405412,с 01.09.2011 до 31.08.2016,2011,0,0
Серия МСК № 048479,SKODA,Другой цвет,Истек срок действия,16.06.2014,Общество с ограниченной ответственностью "Автостандарт",,7727658557,01.09.2011,00636,OCTAVIA,ООО "Автостандарт",1087746947782,,,1,МВ40477,Москва,06.06.2014,7725№568201 ,с 01.09.2011 до 31.08.2016,2011,0,1
Серия МСК № 047726,SKODA,Другой цвет,Истек срок действия,26.05.2014,Общество с ограниченной ответственностью "Автостандарт",,7727658557,01.09.2011,00637,OCTAVIA,ООО "Автостандарт",1087746947782,,,1,КМ51977,Москва,23.05.2014,7725№501112 ,с 01.09.2011 до 31.08.2016,2011,0,1
Серия МСК № 000650,SKODA,н/д,Истек срок действия,26.07.2011,Общество с ограниченной ответственностью "Автостандарт",,7727658557,01.09.2011,00638,OCTAVIA,ООО "Автостандарт",1087746947782,,,1,Р986КС197,Москва,18.03.2011,77УЕ349892 ОТ,с 01.09.2011 до 31.08.2016,2011,0,0
Серия МСК № 000651,SKODA,Черный,Истек срок действия,14.09.2015,Общество с ограниченной ответственность "АВТОСТАНДАРТ",,7727658557,01.09.2011,00639,SUPERB,ООО "АВТОСТАНДАРТ",1087746947782,,,1,Х124МО197,Москва,28.04.2011,7730№517119 ,с 01.09.2011 до 31.08.2016,2011,0,0
Серия МСК № 047551,SKODA,Черный,Истек срок действия,20.05.2014,Общество с ограниченной ответственностью "Автостандарт",,7727658557,01.09.2011,00640,SUPERB,ООО "Автостандарт",1087746947782,,,1,КМ47177,Москва,16.05.2014,7725№452782 ,с 01.09.2011 до 31.08.2016,2011,0,1
Серия МСК № 000270,HYUNDAI,н/д,Истек срок действия,22.07.2011,Януш Вадим  Юрьевич,,505441130655,01.09.2011,00261,ELANTRA,Януш Вадим  Юрьевич,311501818100017,,,1,Т821ОН190,Москва,18.07.2011,50 ХА 289121,с 01.09.2011 до 31.08.2016,2005,0,0
Серия МСК № 000255,KIA,н/д,Истек срок действия,22.07.2011,Артамонов Сергей Михайлович,,772902076750,01.09.2011,00262,SPEKTRA (FB2272),Артамонов Сергей Михайлович,304770001220341,,,1,У283АН197,Москва,,77ТЕ984945,с 01.09.2011 до 31.08.2016,2008,0,0
Серия МСК № 000256,CHEVROLET,н/д,Истек срок действия,12.03.2016,Чугунов Александр Юрьевич,,771578992883,01.09.2011,00263,KLAN J200 LACHETTI,Чугунов Александр Юрьевич,310774609200814,,,1,М463ВО197,Москва,18.09.2010,77 ув 995842,с 01.09.2011 до 31.08.2016,2010,0,0
Серия МСК № 000271,FORD,н/д,Истек срок действия,13.02.2016,Калайджан Ерванд  Ашотович,,503012279130,01.09.2011,00264,ФОКУС,Калайджян Ерванд  Ашотович,307503034700030,,,1,К730АМ190,Москва,22.09.2009,50 ТР 655029,с 01.09.2011 до 31.08.2016,2009,0,0
Серия МСК № 000263,SKODA,н/д,Истек срок действия,15.01.2016,Полухин Павел Владимирович,,772637114282,01.09.2011,00265,OCTAVIA,Полухин Павел Владимирович,309774622300672,,,1,О431КА199,Москва,,77 см 838219,с 01.09.2011 до 31.08.2016,2008,0,0
Серия МСК № 000272,SKODA,н/д,Истек срок действия,22.07.2011,Майсеенко Николай  Аркадьевич,,773606622930,01.09.2011,00266,OCTAVIA,Майсеенко Николай  Аркадьевич,309774603400893,,,1,Т946ВХ197,Москва,14.10.2010,77 УЕ 109206,с 01.09.2011 до 31.08.2016,2010,0,0
Серия МСК № 000259,KIA,н/д,Истек срок действия,22.07.2011,ЛИДОВСКАЯ ОЛЬГА АЛЕКСАНДРОВНА,,502602422046,01.09.2011,00267,ED CEED,ЛИДОВСКАЯ ОЛЬГА АЛЕКСАНДРОВНА,311502719900104,,,1,Р782МН190,Москва,,50 УН 662202,с 01.09.2011 до 31.08.2016,2010,0,0
Серия МСК № 000258,HYUNDAI,н/д,Истек срок действия,22.07.2011,Чернов Павел Михайлович,,771512941983,01.09.2011,00268,SONATA,Чернов Павел Михайлович,310774602601472,,,1,Р325ТХ199,Москва,20.11.2009,77ТЕ542206,с 01.09.2011 до 31.08.2016,2005,0,0
